survived,pclass,sex,age,sibsp,parch,ticket,fare,cabin,embarked
0.0,3.0,male,33.0,0.0,0.0,7540,8.6542,,S
0.0,2.0,male,22.0,2.0,0.0,C.A. 31029,31.5,,S
1.0,2.0,female,32.5,0.0,0.0,27267,13.0,E101,S
0.0,3.0,female,,0.0,0.0,330924,7.8792,,Q
1.0,2.0,female,18.0,0.0,1.0,231919,23.0,,S
1.0,1.0,male,21.0,0.0,1.0,PC 17597,61.3792,,C
1.0,1.0,male,28.0,0.0,0.0,110564,26.55,C52,S
0.0,3.0,male,16.0,0.0,0.0,345778,9.5,,S
1.0,1.0,female,58.0,0.0,1.0,PC 17582,153.4625,C125,S
0.0,3.0,male,21.0,0.0,0.0,STON/O 2. 3101280,7.925,,S
1.0,3.0,female,19.0,1.0,0.0,350046,7.8542,,S
0.0,3.0,male,26.0,0.0,0.0,349202,7.8958,,S
0.0,2.0,male,37.0,1.0,0.0,SC/AH 29037,26.0,,S
1.0,1.0,male,50.0,2.0,0.0,PC 17611,133.65,,S
0.0,1.0,male,24.0,1.0,0.0,13695,60.0,C31,S
0.0,3.0,male,30.0,0.0,0.0,349246,7.8958,,S
1.0,3.0,female,,0.0,0.0,36568,15.5,,Q
0.0,3.0,female,45.0,0.0,1.0,2691,14.4542,,C
1.0,3.0,female,16.0,0.0,0.0,35851,7.7333,,Q
0.0,1.0,male,52.0,1.0,1.0,110413,79.65,E67,S
1.0,3.0,male,26.0,0.0,0.0,1601,56.4958,,S
1.0,3.0,female,,1.0,0.0,367230,15.5,,Q
1.0,3.0,female,,0.0,0.0,14312,7.75,,Q
1.0,1.0,female,31.0,1.0,0.0,35273,113.275,D36,C
1.0,3.0,female,1.0,0.0,2.0,2653,15.7417,,C
0.0,3.0,male,,0.0,0.0,384461,7.75,,Q
1.0,3.0,male,22.0,0.0,0.0,2620,7.225,,C
0.0,2.0,male,30.0,0.0,0.0,28228,13.0,,S
1.0,1.0,male,27.0,1.0,0.0,113806,53.1,E8,S
0.0,2.0,female,29.0,1.0,0.0,SC/AH 29037,26.0,,S
0.0,3.0,male,16.0,4.0,1.0,3101295,39.6875,,S
1.0,3.0,male,32.0,0.0,0.0,347079,7.775,,S
0.0,1.0,male,29.0,1.0,0.0,113776,66.6,C2,S
1.0,1.0,female,54.0,1.0,0.0,36947,78.2667,D20,C
1.0,2.0,female,27.0,1.0,0.0,SC/PARIS 2149,13.8583,,C
1.0,1.0,female,49.0,1.0,0.0,PC 17572,76.7292,D33,C
1.0,3.0,male,25.0,0.0,0.0,2654,7.2292,F E57,C
1.0,3.0,male,27.0,0.0,0.0,350043,7.7958,,S
0.0,3.0,male,51.0,0.0,0.0,21440,8.05,,S
1.0,3.0,male,,0.0,0.0,SOTON/O.Q. 3101308,7.05,,S
0.0,3.0,male,44.0,0.0,1.0,371362,16.1,,S
0.0,2.0,male,18.0,0.0,0.0,C.A. 15185,10.5,,S
0.0,3.0,male,21.0,0.0,0.0,315097,8.6625,,S
0.0,2.0,male,18.5,0.0,0.0,248734,13.0,F,S
0.0,3.0,male,,0.0,0.0,2671,7.2292,,C
1.0,2.0,female,32.0,0.0,0.0,234604,13.0,,S
0.0,1.0,male,67.0,1.0,0.0,PC 17483,221.7792,C55 C57,S
0.0,2.0,female,60.0,1.0,0.0,24065,26.0,,S
0.0,2.0,male,24.0,2.0,0.0,C.A. 31029,31.5,,S
0.0,1.0,male,71.0,0.0,0.0,PC 17754,34.6542,A5,C
0.0,3.0,male,,0.0,0.0,3411,8.7125,,C
0.0,1.0,male,55.0,1.0,0.0,PC 17603,59.4,,C
0.0,1.0,male,46.0,0.0,0.0,PC 17593,79.2,B82 B84,C
1.0,1.0,female,24.0,0.0,0.0,PC 17482,49.5042,C90,C
1.0,1.0,female,35.0,1.0,0.0,19943,90.0,C93,S
0.0,1.0,male,47.0,0.0,0.0,36967,34.0208,D46,S
0.0,2.0,male,35.0,0.0,0.0,239865,26.0,,S
0.0,3.0,male,23.0,1.0,0.0,347072,13.9,,S
1.0,1.0,female,45.0,0.0,1.0,112378,59.4,,C
0.0,3.0,male,26.0,0.0,0.0,3474,7.8875,,S
0.0,3.0,male,24.0,0.0,0.0,349911,7.775,,S
1.0,1.0,male,40.0,0.0,0.0,112277,31.0,A31,C
1.0,1.0,male,,0.0,0.0,19988,30.5,C106,S
0.0,3.0,male,,0.0,0.0,330877,8.4583,,Q
1.0,3.0,female,26.0,0.0,0.0,347470,7.8542,,S
0.0,1.0,male,27.0,0.0,2.0,113503,211.5,C82,C
1.0,1.0,female,37.0,1.0,0.0,19928,90.0,C78,Q
0.0,2.0,male,42.0,0.0,0.0,244310,13.0,,S
0.0,3.0,male,,0.0,0.0,C.A. 42795,7.55,,S
1.0,1.0,male,52.0,0.0,0.0,113786,30.5,C104,S
0.0,3.0,female,48.0,1.0,3.0,W./C. 6608,34.375,,S
1.0,3.0,female,,0.0,0.0,2649,7.225,,C
0.0,3.0,male,25.0,0.0,0.0,349250,7.8958,,S
0.0,2.0,male,19.0,1.0,1.0,C.A. 33112,36.75,,S
1.0,2.0,female,22.0,1.0,2.0,SC/Paris 2123,41.5792,,C
1.0,2.0,female,6.0,0.0,1.0,248727,33.0,,S
0.0,1.0,male,62.0,0.0,0.0,113514,26.55,C87,S
0.0,1.0,male,70.0,1.0,1.0,WE/P 5735,71.0,B22,S
0.0,3.0,female,30.0,1.0,1.0,345773,24.15,,S
1.0,2.0,female,21.0,0.0,0.0,C.A. 31026,10.5,,S
0.0,3.0,male,61.0,0.0,0.0,345364,6.2375,,S
0.0,3.0,male,,0.0,0.0,S.O./P.P. 751,7.55,,S
0.0,1.0,male,64.0,1.0,4.0,19950,263.0,C23 C25 C27,S
0.0,2.0,male,32.0,0.0,0.0,C.A. 33111,10.5,,S
1.0,2.0,female,28.0,1.0,0.0,P/PP 3381,24.0,,C
1.0,3.0,female,45.0,0.0,0.0,2696,7.225,,C
0.0,3.0,male,,0.0,0.0,SOTON/OQ 392082,8.05,,S
0.0,3.0,male,30.0,0.0,0.0,A.5. 18509,8.05,,S
1.0,1.0,female,14.0,1.0,2.0,113760,120.0,B96 B98,S
0.0,3.0,male,,0.0,0.0,S.O./P.P. 251,7.55,,S
0.0,3.0,male,35.0,0.0,0.0,373450,8.05,,S
0.0,3.0,male,19.0,0.0,0.0,349212,7.8958,,S
0.0,3.0,male,26.0,1.0,0.0,2680,14.4542,,C
1.0,1.0,female,,1.0,0.0,17464,51.8625,D21,S
1.0,1.0,female,36.0,0.0,0.0,PC 17608,262.375,B61,C
1.0,3.0,female,18.0,0.0,0.0,2657,7.2292,,C
0.0,2.0,male,49.0,1.0,2.0,220845,65.0,,S
0.0,2.0,male,25.0,0.0,0.0,C.A. 34050,10.5,,S
0.0,3.0,female,22.0,0.0,0.0,7553,9.8375,,S
0.0,3.0,male,42.0,0.0,0.0,C.A. 5547,7.55,,S
0.0,1.0,male,28.5,0.0,0.0,PC 17562,27.7208,D43,C
1.0,3.0,male,31.0,0.0,0.0,STON/O 2. 3101288,7.925,,S
0.0,3.0,male,38.5,0.0,0.0,SOTON/O.Q. 3101262,7.25,,S
0.0,3.0,male,50.0,1.0,0.0,A/5. 3337,14.5,,S
0.0,3.0,male,24.0,0.0,0.0,350409,7.8542,,S
0.0,3.0,female,17.0,0.0,0.0,2627,14.4583,,C
1.0,1.0,female,27.0,1.0,2.0,F.C. 12750,52.0,B71,S
0.0,3.0,female,30.0,1.0,0.0,349910,15.55,,S
0.0,1.0,male,49.0,1.0,1.0,17421,110.8833,C68,C
0.0,3.0,male,,1.0,0.0,386525,16.1,,S
0.0,3.0,male,,0.0,0.0,349227,7.8958,,S
0.0,2.0,male,,0.0,0.0,240261,10.7083,,Q
0.0,3.0,male,24.5,0.0,0.0,342826,8.05,,S
1.0,2.0,male,2.0,1.0,1.0,230080,26.0,F2,S
1.0,1.0,female,39.0,1.0,0.0,13507,55.9,E44,S
0.0,3.0,male,21.0,0.0,0.0,364858,7.75,,Q
0.0,1.0,male,,0.0,0.0,PC 17757,227.525,,C
0.0,3.0,male,19.0,0.0,0.0,348124,7.65,F G73,S
0.0,1.0,male,37.0,0.0,1.0,PC 17596,29.7,C118,C
0.0,3.0,male,,8.0,2.0,CA. 2343,69.55,,S
0.0,2.0,male,57.0,0.0,0.0,244346,13.0,,S
0.0,3.0,male,35.0,0.0,0.0,STON/O 2. 3101273,7.125,,S
1.0,1.0,female,22.0,0.0,1.0,113505,55.0,E33,S
0.0,3.0,male,22.0,0.0,0.0,345767,9.0,,S
0.0,3.0,male,29.0,0.0,0.0,7545,9.4833,,S
1.0,3.0,male,45.0,0.0,0.0,7598,8.05,,S
0.0,3.0,male,33.0,0.0,0.0,347465,7.8542,,S
0.0,3.0,male,,0.0,0.0,2631,7.225,,C
1.0,3.0,female,27.0,0.0,1.0,392096,12.475,E121,S
1.0,1.0,female,60.0,1.0,0.0,110813,75.25,D37,C
1.0,2.0,female,20.0,2.0,1.0,29105,23.0,,S
0.0,2.0,male,34.0,1.0,0.0,28664,21.0,,S
1.0,2.0,male,32.0,1.0,0.0,2908,26.0,,S
0.0,3.0,male,17.0,0.0,0.0,315095,8.6625,,S
0.0,1.0,male,24.0,0.0,1.0,PC 17558,247.5208,B58 B60,C
1.0,3.0,female,4.0,1.0,1.0,PP 9549,16.7,G6,S
1.0,3.0,female,9.0,1.0,1.0,2650,15.2458,,C
0.0,2.0,male,17.0,0.0,0.0,S.O.C. 14879,73.5,,S
0.0,2.0,male,25.0,1.0,2.0,SC/Paris 2123,41.5792,,C
0.0,1.0,male,30.0,1.0,2.0,113781,151.55,C22 C26,S
0.0,3.0,male,40.0,1.0,6.0,CA 2144,46.9,,S
1.0,3.0,male,29.0,0.0,0.0,349240,7.8958,,C
0.0,3.0,male,,0.0,0.0,36568,15.5,,Q
0.0,1.0,male,58.0,0.0,2.0,35273,113.275,D48,C
1.0,3.0,male,3.0,1.0,1.0,C.A. 37671,15.9,,S
1.0,3.0,female,15.0,0.0,0.0,330923,8.0292,,Q
1.0,3.0,male,9.0,0.0,1.0,C 17368,3.1708,,S
0.0,1.0,male,25.0,0.0,0.0,13905,26.0,,C
1.0,1.0,male,51.0,0.0,0.0,113055,26.55,E17,S
1.0,1.0,female,18.0,1.0,0.0,113773,53.1,D30,S
0.0,1.0,male,61.0,0.0,0.0,36963,32.3208,D50,S
0.0,3.0,female,39.0,0.0,5.0,382652,29.125,,Q
0.0,1.0,male,41.0,0.0,0.0,113054,30.5,A21,S
0.0,1.0,male,,0.0,0.0,PC 17600,30.6958,,C
0.0,3.0,male,2.0,4.0,1.0,382652,29.125,,Q
0.0,3.0,female,29.0,1.0,1.0,347054,10.4625,G6,S
0.0,3.0,male,,0.0,0.0,349221,7.8958,,S
1.0,1.0,male,36.0,1.0,2.0,113760,120.0,B96 B98,S
1.0,3.0,female,17.0,0.0,1.0,371362,16.1,,S
0.0,3.0,male,21.0,0.0,0.0,312992,7.775,,S
0.0,3.0,male,,0.0,0.0,323592,7.25,,S
1.0,3.0,female,,0.0,0.0,330980,7.8792,,Q
1.0,2.0,female,19.0,0.0,0.0,28404,13.0,,S
1.0,3.0,female,22.0,0.0,0.0,347085,7.775,,S
0.0,3.0,male,36.0,0.0,0.0,349247,7.8958,,S
0.0,3.0,male,16.0,0.0,0.0,A/4. 20589,8.05,,S
1.0,2.0,female,45.0,0.0,2.0,237789,30.0,,S
1.0,2.0,female,28.0,0.0,0.0,230434,13.0,,S
1.0,3.0,female,16.0,1.0,1.0,2625,8.5167,,C
0.0,3.0,male,16.0,0.0,0.0,347074,7.775,,S
1.0,3.0,male,22.0,0.0,0.0,2658,7.225,,C
0.0,2.0,male,63.0,1.0,0.0,24065,26.0,,S
0.0,3.0,female,41.0,0.0,5.0,3101295,39.6875,,S
0.0,2.0,male,34.0,1.0,0.0,226875,26.0,,S
